Ders Adı,Sınıf,Kazanım Kodu,Ünite/Konu/Kazanım/Alt Kazanım
Türkçe,4,4.3.2.4,"Okuduğu metindeki gerçek, mecaz ve terim anlamlı sözcükleri belirler."
Türkçe,4,4.3.2.5,Deyim ve atasözlerinin metnin anlamına katkısını kavrar.
Türkçe,4,4.3.2.6,Bağlamdan yararlanarak bilmediği kelime ve kelime gruplarının anlamını tahmin eder.
Türkçe,4,4.3.2.6.1,Öğrencilerin tahmin ettikleri kelime ve kelime gruplarının anlamlarını sözlüklerden kontrol etmeleri sağlanır.
Türkçe,4,4.3.2.6.2,Öğrencilerin yeni öğrendikleri kelime ve kelime gruplarından sözlük oluşturmaları sağlanır.
Türkçe,4,4.3.3,Anlama
Türkçe,4,4.3.3.1,Görsellerle ilgili soruları cevaplar.
Türkçe,4,4.3.3.2,Görsellerden ve başlıktan hareketle okuyacağı metnin konusunu tahmin eder.
Türkçe,4,4.3.3.3,Okuduklarını ana hatlarıyla anlatır.
Türkçe,4,4.3.3.3.1,Olayların oluş sırasına göre anlatılmasına dikkat edilir.
Türkçe,4,4.3.3.4,Okuduğu metnin konusunu belirler.
Türkçe,4,4.3.3.5,Metnin ana fikrini/ana duygusunu belirler.
Türkçe,4,4.3.3.6,Okuduğu metinle ilgili soruları cevaplar.
Türkçe,4,4.3.3.7,Metinle ilgili sorular sorar.
Türkçe,4,4.3.3.8,Okuduğu metinlerdeki hikâye unsurlarını belirler.
Türkçe,4,4.3.3.8.1,"Metnin konusu, olay örgüsü, mekân, zaman şahıs ve varlık kadrosu unsurlarına değinilir."
Türkçe,4,4.3.3.9,Okuduğu metnin içeriğine uygun başlık belirler.
Türkçe,4,4.3.3.10,"Şekil, sembol ve işaretlerin anlamlarını kavrar."
Türkçe,4,4.3.3.10.1,"Haritalar, medya işaretleri ve sembolleri üzerinde durulur."
Türkçe,4,4.3.3.11,Metin türlerini ayırt eder.
Türkçe,4,4.3.3.11.1,"Hikâye edici, bilgilendirici metinler ve şiir türünden örneklere yer verilerek genel, kısa bilgilendirme yapılır."
Türkçe,4,4.3.3.12,Hikâye edici ve bilgilendirici metinleri oluşturan ögeleri tanır.
Türkçe,4,4.3.3.12.1,"Giriş, gelişme ve sonuç/serim, düğüm ve çözüm bölümleri hakkında kısa bilgi verilir."
Türkçe,4,4.3.3.13,Yönergeleri kavrar.
Türkçe,4,4.3.3.13.1,"Harita, ilan, afiş, ilaç prospektüsü, ürün etiketi, kullanım kılavuzu gibi materyallerden faydalanılır."
Türkçe,4,4.3.3.14,Metindeki gerçek ve hayalî ögeleri ayırt eder.
Türkçe,4,4.3.3.15,Okuduğu metindeki kahramanların özelliklerini karşılaştırır.
Türkçe,4,4.3.3.15.1,Kahramanların fiziksel ve kişilik özelliklerinin karşılaştırılması sağlanır.
Türkçe,4,4.3.3.16,Okudukları ile ilgili çıkarımlar yapar.
Türkçe,4,4.3.3.16.1,"Neden-sonuç, karşılaştırma, benzetme, örneklendirme gibi çıkarımlar yapılması sağlanır."
Türkçe,4,4.3.3.16.2,Öğrenciler metinde işaret edilen problem durumlarını tespit etmeleri ve bunlara farklı çözüm yolları bulmaları için teşvik edilir.
Türkçe,4,4.3.3.16.3,Yazarın olaylara bakış açısını belirlemesi sağlanır.
Türkçe,4,4.3.3.17,Görsellerle okuduğu metnin içeriğini ilişkilendirir.
Türkçe,4,4.3.3.17.1,"Görsellerin metinde aktarılan anlama nasıl katkı sağladığını (duygu oluşturma, kahramanların veya yerlerin özelliklerini vurgulama vb.) açıklaması ve yorumlaması sağlanır."
Türkçe,4,4.3.3.18,"Metindeki renkli, altı çizili, koyu ifadelerin önemli noktaları vurguladığını kavrar."
Türkçe,4,4.3.3.19,Metinler arasında karşılaştırma yapar.
Türkçe,4,4.3.3.19.1,Metinlerin konuları ve karakterleri açısından karşılaştırılması sağlanır.
Türkçe,4,4.3.3.20,Kısa ve basit dijital metinlerdeki mesajı kavrar.
Türkçe,4,4.3.3.20.1,Metinlerin konuları ve karakterleri açısından karşılaştırılması sağlanır.
Türkçe,4,4.3.3.21,Medya metinlerini değerlendirir.
Türkçe,4,4.3.3.21.1,"Farklı türdeki medya metinlerinin (reklam amaçlı el ilanları, web siteleri, seyahat broşürleri, el kitapları, bloglar vb.) amacı ve hedef kitlesi hakkında görüş bildirilmesi sağlanır."
Türkçe,4,4.3.3.22,"Grafik, tablo ve çizelgelerle ilgili soruları cevaplar."
Türkçe,4,4.3.3.23,Bilgi kaynaklarını etkili bir şekilde kullanır.
Türkçe,4,4.3.3.23.1,Bilgiye erişmek için basılı ve dijital içeriklerdeki içindekiler ve sözlük bölümünden nasıl yararlanılacağına ilişkin bilgi verilir.
Türkçe,4,4.3.3.24,Bilgi kaynaklarının güvenilirliğini sorgular.
Türkçe,4,4.3.3.24.1,"Yazılı kaynakların (dergi, kitap, broşür, gazete vb.) incelenmesi ve değerlendirilmesi sağlanır."
Türkçe,4,4.3.3.25,Okuduğu metindeki olaylara ilişkin düşüncelerini ifade eder.
Türkçe,4,4.4,YAZMA
Türkçe,4,4.4.1,Yazma
Türkçe,4,4.4.1.1,Şiir yazar.
Türkçe,4,4.4.1.2,Bir işin işlem basamaklarına ilişkin yönergeler yazar.
Türkçe,4,4.4.1.2.1,"Öğrencilerin bir aletin kullanılma aşamalarını anlatan broşür hazırlamaları, bir oyunun aşamalarını anlatan kitapçık hazırlamaları ya da yol tarifi yazmaları sağlanır."
Türkçe,4,4.4.1.3,Hikâye edici metin yazar.
Türkçe,4,4.4.1.3.1,Olayların oluş sırasına göre yazılmasının gerekliliği hatırlatılır.
Türkçe,4,4.4.1.3.2,"Kişi, olay ve mekân unsurlarının anlatılması sağlanır."
Türkçe,4,4.4.1.4,Bilgilendirici metin yazar.
Türkçe,4,4.4.1.4.1,Yazdıklarında duygu ve düşüncelerini aktarmaları için teşvik edilir.
Türkçe,4,4.4.1.4.2,Verilen ya da kendi belirledikleri bir konu hakkında araştırma yapmaları sağlanır.
Türkçe,4,4.4.1.5,Hayalî ögeler barındıran kısa metin yazar.
Türkçe,4,4.4.1.6,Görselleri ilişkilendirerek bir olayı anlatır.
Türkçe,4,4.4.1.7,Yazdıklarının içeriğine uygun başlık belirler.
Türkçe,4,4.4.1.8,"Yazdıklarında yabancı dillerden alınmış, dilimize henüz yerleşmemiş kelimelerin Türkçelerini kullanır."
Türkçe,4,4.4.1.9,Formları yönergelerine uygun doldurur.
Türkçe,4,4.4.1.10,Büyük harfleri ve noktalama işaretlerini uygun yerlerde kullanır.
Türkçe,4,4.4.1.10.1,"Yay ayraç, üç nokta, eğik çizgi, soru işareti, nokta, virgül, iki nokta, ünlem, tırnak işareti, kısa çizgi,konuşma çizgisi ve kesme işaretinin yaygın kullanılan işlevleri üzerinde durulur."
Türkçe,4,4.4.1.10.2,"Kitap, dergi, gezegen ve yıldız adlarının yazımı ile iki noktadan sonra büyük harf kullanıldığı belirtilir."
Türkçe,4,4.4.1.11,Yazdıklarını düzenler.
Türkçe,4,4.4.1.11.1,Öğrenciler yazdıklarını dil bilgisi ve anlatım bozuklukları yönünden kontrol etmeye teşvik edilir.
Türkçe,4,4.4.1.11.2,Sınıf düzeyine uygun yazım ve noktalama kuralları ile sınırlı tutulur.
Türkçe,4,4.4.1.12,Yazdıklarını paylaşır.
Türkçe,4,4.4.1.12.1,"Öğrenciler yazdıklarını sınıf içinde okumaları, okul veya sınıf panosunda sergilemeleri için teşvik edilir.Öğrencilere yazdıklarını sınıf içinde okumaları konusunda ısrar edilmemelidir."
Türkçe,4,4.4.1.12.2,Öğrenciler kompozisyon ve şiir yarışmalarına katılmaları için teşvik edilmelidir.
Türkçe,4,4.4.1.13,Yazılarında eş sesli kelimeleri anlamlarına uygun kullanır.
Türkçe,4,4.4.1.14,"Yazdıklarını zenginleştirmek için çizim, grafik ve görseller kullanır."
Türkçe,4,4.4.1.15,İmza atar.
Türkçe,4,4.4.1.15.1,İmzanın anlamı ve ismin baş harfi ile soy ismin bütününü sembolize etmesi gerektiği vurgulanır. Öğrencilere imzalarını belirlemeleri için kılavuzluk yapılır.
Türkçe,4,4.4.1.16,Kısaltmaları ve kısaltmalara gelen ekleri doğru yazar.
Türkçe,4,4.4.1.17,Sayıları doğru yazar.
Türkçe,4,4.4.1.17.1,"Sayıların harflerle yazımı, birden fazla kelimeden oluşan sayıların yazımı, Romen rakamlarının yazımı üzerinde durulur."
Türkçe,4,4.4.1.18,Yazılarında bağlaçları kuralına uygun kullanır.
Türkçe,4,4.4.1.18.1,“de” ve “ki” bağlaçlarını doğru yazmaları sağlanır.
Türkçe,4,4.4.1.19,"Yazılarında kelimeleri gerçek, mecaz ve terim anlamları ile kullanır."
Türkçe,4,4.4.1.20,Harflerin yapısal özelliklerine uygun metin yazar.
Türkçe,4,4.4.1.20.1,Öğrencilerin kendi yazı stillerini oluşturmaları teşvik edilir.
Türkçe,4,4.4.1.21,Yazma stratejilerini uygular.
Türkçe,4,4.4.1.22,Pekiştirmeli sözcükleri doğru yazar.
Türkçe,5,5.1,DİNLEME/İZLEME
Türkçe,5,5.1.1,Dinleme/İzleme
Türkçe,5,5.1.1.1,Dinlediklerinde/izlediklerinde geçen olayların gelişimi ve sonucu hakkında tahminde bulunur.
Türkçe,5,5.1.1.2,"Dinlediklerinde/izlediklerinde geçen, bilmediği kelimelerin anlamını tahmin eder."
Türkçe,5,5.1.1.2.1,Öğrencilerin kelime anlamlarına yönelik tahminleri ile sözlük anlamlarını karşılaştırmaları sağlanır
Türkçe,5,5.1.1.3,Dinlediklerinin/izlediklerinin konusunu belirler.
Türkçe,5,5.1.1.4,Dinlediklerinin/izlediklerinin ana fikrini/ana duygusunu tespit eder.
Türkçe,5,5.1.1.5,Dinlediklerini/izlediklerini özetler.
Türkçe,5,5.1.1.6,Dinlediklerine/izlediklerine yönelik sorulara cevap verir.
Türkçe,5,5.1.1.7,Dinlediklerine/izlediklerine yönelik farklı başlıklar önerir.
Türkçe,5,5.1.1.8,Dinlediği/izlediği hikâye edici metinleri canlandırır.
Türkçe,5,5.1.1.9,Konuşmacının sözlü olmayan mesajlarını kavrar.
Türkçe,5,5.1.1.10,Dinlediklerinin/izlediklerinin içeriğini değerlendirir.
Türkçe,5,5.1.1.10.1,Çizgi film vb. izletilerek örtülü anlamlar hakkında çıkarımda bulunulması sağlanır.
Türkçe,5,5.1.1.10.2,Öğrencilerin dinlediklerindeki/izlediklerindeki tutarlılığı sorgulamaları sağlanır.
Türkçe,5,5.1.1.11,Dinledikleriyle/izledikleriyle ilgili görüşlerini bildirir.
Türkçe,5,5.1.1.12,Dinleme stratejilerini uygular.
Türkçe,5,5.2,KONUŞMA
Türkçe,5,5.2.1,Konuşma
Türkçe,5,5.2.1.1,Hazırlıklı konuşma yapar.
Türkçe,5,5.2.1.2,Hazırlıksız konuşma yapar.
Türkçe,5,5.2.1.3,Konuşma stratejilerini uygular.
Türkçe,5,5.2.1.3.1,"Serbest, güdümlü, kelime ve kavram havuzundan seçerek konuşma gibi yöntem ve tekniklerin kullanılmasısağlanır."
Türkçe,5,5.2.1.4,Konuşmalarında beden dilini etkili bir şekilde kullanır.
Türkçe,5,5.2.1.5,Kelimeleri anlamlarına uygun kullanır.
Türkçe,5,5.2.1.6,Konuşmalarında uygun geçiş ve bağlantı ifadelerini kullanır.
Türkçe,5,5.2.1.6.1,"Ama, fakat, ancak ve lakin ifadelerini kullanmaları sağlanır."
Türkçe,5,5.2.1.7,"Konuşmalarında yabancı dillerden alınmış, dilimize henüz yerleşmemiş kelimelerin Türkçelerini kullanır."
Türkçe,5,5.3,OKUMA
Türkçe,5,5.3.1,Akıcı Okuma
Türkçe,5,5.3.1.1,Noktalama işaretlerine dikkat ederek sesli ve sessiz okur.
Türkçe,5,5.3.1.2,Metni türün özelliklerine uygun biçimde okur.
Türkçe,5,5.3.1.2.1,"Öğrencilerin seviyelerine uygun, edebî değeri olan şiirleri ve kısa yazıları türünün özelliğine göre okumalarıve ezberlemeleri sağlanır."
Türkçe,5,5.3.1.3,Farklı yazı karakterleri ile yazılmış yazıları okur.
Türkçe,5,5.3.1.4,Okuma stratejilerini kullanır.
Türkçe,5,5.3.1.4.1,"Sesli, sessiz, tahmin ederek, grup hâlinde, soru sorarak, söz korosu, ezberleyerek ve hızlı okuma gibi yöntem ve teknikleri kullanmaları sağlanır."
Türkçe,5,5.3.1.4.2,"Öğrencilerin tahmin ettikleri kelime ve kelime gruplarını öğrenmek için görseller, sözlük, atasözleri ve deyimler sözlüğü vb. araçları kullanmaları sağlanır."
Türkçe,5,5.3.1.4.3,Öğrencinin öğrendiği kelime ve kelime gruplarından sözlük oluşturması teşvik edilir.
Türkçe,5,5.3.2,Söz Varlığı
Türkçe,5,5.3.2.1,Bağlamdan yararlanarak bilmediği kelime ve kelime gruplarının anlamını tahmin eder.
Türkçe,5,5.3.2.2,Deyim ve atasözlerinin metne katkısını belirler.
Türkçe,5,5.3.2.3,Kelimelerin eş anlamlılarını bulur.
Türkçe,5,5.3.2.4,Kelimelerin zıt anlamlılarını bulur.
Türkçe,5,5.3.2.5,Eş sesli kelimelerin anlamlarını ayırt eder.
Türkçe,5,5.3.2.6,Kökleri ve ekleri ayırt eder.
Türkçe,5,5.3.2.7,Yapım ekinin işlevlerini açıklar.
Türkçe,5,5.3.2.7.1,"Yapım ekleri ezberletilmez, işlevleri sezdirilir. Kelime türetmenin mantığı kavratılır."
Türkçe,5,5.3.3,Anlama
Türkçe,5,5.3.3.1,Metin türlerini ayırt eder.
Türkçe,5,5.3.3.1.1,"Hikâye, fabl, masal, haber metni türleri tanıtılır. Metin türleri ile ilgili ayrıntılı bilgi verilmez."
Türkçe,5,5.3.3.2,Okuduklarını özetler.
Türkçe,5,5.3.3.3,Metnin ana fikrini/ana duygusunu belirler.
Türkçe,5,5.3.3.4,Metinde ele alınan sorunlara farklı çözümler üretir.
Türkçe,5,5.3.3.5,Metindeki hikâye unsurlarını belirler.
Türkçe,5,5.3.3.5.1,"Olay örgüsü, mekân, zaman, şahıs ve varlık kadrosu, anlatıcı vb. gibi hikâye unsurları üzerinde durulur."
Türkçe,5,5.3.3.6,Metni yorumlar.
Türkçe,5,5.3.3.6.1,"Yazarın bakış açısını fark etmeleri, olayları ele alış şeklini yorumlamaları ve öğrencilerin metinle ilgili kendi bakış açılarını ifade etmeleri sağlanır."
Türkçe,5,5.3.3.6.2,Metin içeriğinin yorumlanması sırasında metinlerdeki örneklere ve ayrıntılara atıf yapılması sağlanır.
Türkçe,5,5.3.3.7,Metinle ilgili sorular sorar.
Türkçe,5,5.3.3.8,Metinle ilgili sorulara cevap verir.
Türkçe,5,5.3.3.8.1,Metin içi ve metin dışı anlam ilişkileri kurulur.
Türkçe,5,5.3.3.9,Metnin konusunu belirler.
Türkçe,5,5.3.3.10,Görsellerden ve başlıktan hareketle okuyacağı metnin konusunu tahmin eder.
Türkçe,5,5.3.3.11,Görsellerle ilgili soruları cevaplar.
Türkçe,5,5.3.3.11.1,Resim ve karikatürleri yorumlayarak görüşlerini bildirmeleri sağlanır.
Türkçe,5,5.3.3.11.2,Haberi/bilgiyi görsel yorumcuların nasıl ilettikleri üzerinde durulur.
Türkçe,5,5.3.3.12,Metinde önemli noktaların vurgulanış biçimlerini kavrar.
Türkçe,5,5.3.3.12.1,"Altını çizmenin, koyu veya italik yazmanın, renklendirmenin, farklı punto veya font kullanmanın işlevi vurgulanır."
Türkçe,5,5.3.3.12.2,Köprü metinlerin (Hipertekst) dış bağlantı olduğu belirtilir.
Türkçe,5,5.3.3.13,Okuduğu metnin içeriğine uygun başlık/başlıklar belirler.
Türkçe,5,5.3.3.14,Medya metinlerini değerlendirir.
Türkçe,5,5.3.3.15,Metni oluşturan unsurlar arasındaki geçiş ve bağlantı ifadelerinin anlama olan katkısını değerlendirir.
Türkçe,5,5.3.3.15.1,"Ama, fakat, ancak ve lakin ifadeleri üzerinde durulur."
Türkçe,5,5.3.3.16,Metinler arasında karşılaştırma yapar.
Türkçe,5,5.3.3.17,Bilgi kaynaklarını etkili şekilde kullanır.
Türkçe,5,5.3.3.18,Bilgi kaynaklarının güvenilirliğini sorgular.
Türkçe,5,5.3.3.18.1,Bilimsel çalışmalarda ağırlıklı olarak   
Türkçe,5,5.3.3.19,Metindeki gerçek ve kurgusal unsurları ayırt eder.
Türkçe,5,5.3.3.20,Okudukları ile ilgili çıkarımlarda bulunur.
Türkçe,5,5.3.3.20.1,"Neden-sonuç, amaç-sonuç, koşul, karşılaştırma, benzetme, örneklendirme, duygu belirten ifadeler,abartma, nesnel ve öznel çıkarımlar üzerinde durulur."
Türkçe,5,5.3.3.21,Metindeki söz sanatlarını tespit eder.
Türkçe,5,5.3.3.21.1,Benzetme (teşbih) ve kişileştirme (teşhis) söz sanatları verilir.
Türkçe,5,5.3.3.22,"Okuduğu metindeki gerçek, mecaz ve terim anlamlı sözcükleri ayırt eder."
Türkçe,5,5.3.3.23,"Grafik, tablo ve çizelgeyle sunulan bilgilere ilişkin soruları cevaplar."
Türkçe,5,5.4,YAZMA
Türkçe,5,5.4.1,Yazma
Türkçe,5,5.4.1.1,Şiir yazar.
Türkçe,5,5.4.1.2,Bilgilendirici metin yazar.
Türkçe,5,5.4.1.2.1,"Öğrencilerin konu ve ana fikri belirlemeleri, buna göre giriş, gelişme, sonuç bölümlerinden oluşan bir metin taslağı oluşturmaları, bu bölümlerde yazacaklarını belirlemeleri sağlanır."
Türkçe,5,5.4.1.2.2,Öğrenciler yeni öğrendikleri kelimeleri kullanmaya ve günlük hayattan örnekler vermeye teşvik edilir.
Türkçe,5,5.4.1.2.3,Anlatımı desteklemek için grafik ve tablo kullanmaları sağlanır.
Türkçe,5,5.4.1.3,Hikâye edici metin yazar.
Türkçe,5,5.4.1.3.1,Öğrencilerin günlük hayattaki gözlem ve deneyimlerine dayanarak hikâye konusu ve hikâye unsurlarını belirlemeleri sağlanır.
Türkçe,5,5.4.1.3.2,"Öğrenciler, yazım kılavuzundan yararlanmaları ve yeni öğrendikleri kelimeleri kullanmaları için teşvik edilir."
Türkçe,5,5.4.1.4,Yazma stratejilerini uygular.
Türkçe,5,5.4.1.4.1,"Güdümlü, metin tamamlama, bir metni kendi kelimeleri ile yeniden oluşturma, boşluk doldurma, grup olarak yazma gibi yöntem ve tekniklerin kullanılması sağlanır."
Türkçe,5,5.4.1.5,Büyük harfleri ve noktalama işaretlerini uygun yerlerde kullanır.
Türkçe,5,5.4.1.5.1,"Yay ayraç, üç nokta, eğik çizgi, soru işareti, nokta, virgül, iki nokta, ünlem, tırnak işareti, kısa çizgi, konuşmaçizgisi, kesme işareti, noktalı virgül ve köşeli ayraç işaretlerinin yaygın kullanılan işlevleri üzerinde durulur."
Türkçe,5,5.4.1.6,Bir işin işlem basamaklarını yazar.
Türkçe,5,5.4.1.7,"Yazılarını zenginleştirmek için atasözleri, deyimler ve özdeyişler kullanır."
Türkçe,5,5.4.1.8,Sayıları doğru yazar.
Türkçe,5,5.4.1.8.1,"Kesirli sayıların, sıra ve üleştirme sayılarının, dört veya daha çok basamaklı sayıların yazımları üzerinde durulur."
Türkçe,5,5.4.1.9,Yazdıklarını düzenler.
Türkçe,5,5.4.1.10,Yazdıklarını paylaşır.
Türkçe,5,5.4.1.10.1,"Öğrenciler, yazdıklarını sınıf ve okul panosu gibi farklı ortamlarda paylaşmaya teşvik edilir."
Türkçe,5,5.4.1.11,Yazılarında ses olaylarına uğrayan kelimeleri doğru kullanır.
Türkçe,5,5.4.1.11.1,"Ünlü düşmesi, ünlü daralması, ünsüz benzeşmesi, ünsüz yumuşaması ve ünsüz türemesi ses olayları üzerinde durulur."
Türkçe,5,5.4.1.12,"Yazdıklarında yabancı dillerden alınmış, dilimize henüz yerleşmemiş kelimelerin Türkçelerini kullanır."
Türkçe,5,5.4.1.13,Formları yönergelerine uygun doldurur.
Türkçe,5,5.4.1.14,Kısa metinler yazar.
Türkçe,5,5.4.1.14.1,Öğrenciler dilekçe yazmaya teşvik edilir.
Türkçe,5,5.4.1.15,Yazdıklarının içeriğine uygun başlık belirler.
Türkçe,5,5.4.1.16,Yazılarında uygun geçiş ve bağlantı ifadelerini kullanır.
Türkçe,5,5.4.1.16.1,"Ama, fakat, ancak ve lakin ifadelerini kullanmaları sağlanır."
Türkçe,5,5.31,DİNLEME/İZLEME
Türkçe,5,5.31.1,Dinleme/İzleme
Türkçe,5,5.31.1.1,Dinlemede/izlemede materyal seçimini yönetebilme
Türkçe,5,5.31.1.1.1,"Dinleme/izleme şekli (etkileşimli veya etkileşimsiz), amacı, ilgi ve ihtiyaçları, bilgiye erişim olanakları; etkinliğin süresi doğrultusunda dinleme/izleme materyalini ve diğer kaynakları (sözlük, genel ağ, çalışma kâğıdı, grafik organize edici vb.) seçer."
Türkçe,5,5.31.1.1.2,Seçimleri üzerinde zamana veya üst bilişsel izlemeye bağlı düzenlemeler yapar.
Türkçe,5,5.31.1.1.3,Etkileşimli dinleme/izleme sırasında karşısındakiyle ilişkiyi sürdürür.
Türkçe,5,5.31.1.2,Dinlemede/izlemede strateji ve yöntem seçimlerini yönetebilme
Türkçe,5,5.31.1.2.1,"Dinleme/izleme şekli (etkileşimli veya etkileşimsiz), amacı, ilgi ve ihtiyaçları; materyalin özellikleri ve etkinliğin süresi doğrultusunda kullanacağı strateji ve yöntemleri seçer."
Türkçe,5,5.31.1.2.2,Seçimleri üzerinde zamana veya üst bilişsel izlemeye bağlı düzenlemeler yapar.
Türkçe,5,5.31.1.3,Dinleyeceğinin/izleyeceğinin içeriğine yönelik tahminde bulunabilme
Türkçe,5,5.31.1.3.1,"Dinleyeceğinin/izleyeceğinin başlık, görsel ve/veya belirli bir bölümünden hareketle içerikle ilgili ipuçlarını belirleyip ön bilgileriyle ilişkilendirir."
Türkçe,5,5.31.1.3.2,İçerik veya sonraki bölümlerle ilgili mantıklı tahminde bulunur.
Türkçe,5,5.31.1.3.3,Tahmininin doğruluğunu kontrol edip yargıya ulaşır.
Türkçe,5,5.31.1.4,Dinlediğinde/izlediğinde geçen anlamını bilmediği söz varlığı unsurlarının anlamını tahmin edebilme
Türkçe,5,5.31.1.4.1,Dinlediğinin/izlediğinin bağlamından söz varlığı unsurlarının anlamıyla ilgili ipuçlarını belirleyip ön bilgileriyle ilişkilendirir.
Türkçe,5,5.31.1.4.2,Söz varlığı unsurlarının anlamına ilişkin mantıklı tahminde bulunur.
Türkçe,5,5.31.1.4.3,"Tahminin doğruluğunu kaynaklardan (sözlük, başvuru kitapları vb.), ebeveyn veya öğretmenden yardım alarak kontrol edip yargıya ulaşır."
Türkçe,5,5.31.1.5,Dinlediğinin/izlediğinin yüzey anlamını belirleyebilme
Türkçe,5,5.31.1.5.1,Dinlediği/izlediği ve varsa ona eşlik eden görsellerden hareketle bağlama/konuya dair ipuçlarını bulup ön bilgileriyle bağlantı kurar.
Türkçe,5,5.31.1.5.2,"Dinlediğinde/izlediğinde doğrudan verilen bilgileri (tanımı verilen kavram, düşünce, yönerge, iletilmek istenen mesaj, açıkça ifade edilen ana fikir vb.) belirler."
Türkçe,5,5.31.1.5.3,"Uygun durumlarda, iletilen mesajın gerektirdiği tepkiyi verir."
Türkçe,5,5.31.1.6,Görselle iletilen anlamı belirleyebilme
Türkçe,5,5.31.1.6.1,Görseldeki unsurlardan hareketle anlama ilişkin ipuçlarını bulup ön bilgileriyle bağlantı kurar.
